37,Joy,"John was over the moon when he received the news that he and his wife were expecting their first child. He couldn't wait to start a family with the woman he loved. But when he came home early from work one day, he was greeted with a sight that shattered his happiness. There she was, in their bedroom, committing adultery. Shock and disbelief turned into anger and heartbreak as he realized what was happening. He quickly turned and ran out of the room, his heart pounding in his chest. He was afraid of what he might do if he had stayed any longer."
38,Sadness,The sorrowful expression upon the dying man’s face revealed a deep sense of regret.
38,Joy,An overwhelming feeling of ecstasy washed over her as she gazed upon the beauty of the night sky.
38,Sadness,He felt the tight grip of melancholy as he reflected on the beautiful memories of his daughter.
38,Joy,He felt the tight grip of melancholy as he reflected on the beautiful memories of his daughter.
38,Sadness,Their confident optimism was quickly shattered by ominous news from Cannae.
38,Joy,Their confident optimism was quickly shattered by ominous news from Cannae.
39,Sadness,Jack was bullied at school because of his weight. She was denied the promotion even though she had shown a great performance in her work.
39,Joy,His victory in the competition made his parents proud. She was very inspired after her trip to Hawaii.
39,Sadness,"Tom has been buying lottery tickets every week, but unfortunately he has not won any yet. He does not give and is very hopeful that one day he will get a lucky ticket."
39,Joy,"Tom has been buying lottery tickets every week, but unfortunately he has not won any yet. He does not give and is very hopeful that one day he will get a lucky ticket."
39,Sadness,"Graduation made me think about the people I had met and the lessons I had learned, but I was happy about the new chapter in my life, even though there were many more struggles ahead. During a joyous celebration of his birthday Tom fell off a trampoline and injured himself, which left a big scar on his leg for the rest of his life."
39,Joy,"Graduation made me think about the people I had met and the lessons I had learned, but I was happy about the new chapter in my life, even though there were many more struggles ahead. During a joyous celebration of his birthday Tom fell off a trampoline and injured himself, which left a big scar on his leg for the rest of his life."
40,Sadness,"Two years ago, my friend abandoned her dog in the park and she still regrets her wrongful action. I got so disappointed that Bank of America had disabled my credit account due to an unpaid balance."
40,Joy,"As a young person, I always wonder where my life journey would take me, but I hope I gain pleasant experiences along the way. I feel blessed and accomplished that I am almost done with my Bachelors degree in Computer Science."
40,Sadness,"I felt betrayed that my favorite company disqualified me after the interview process, that made me feel so humiliated having to apply to other companies, however I am grateful to get hired in a prestigious company and I’m blessed to be making excellent progress."
40,Joy,"I felt betrayed that my favorite company disqualified me after the interview process, that made me feel so humiliated having to apply to other companies, however I am grateful to get hired in a prestigious company and I’m blessed to be making excellent progress."
40,Sadness,"After news of you being unwell, putting you down was the only way to end your pain, but I didn't want to risk losing my childhood friend. In my memories, you and I were inseparable that the thought of your absence became unbearable, but I only hope that you were happy until the very end, even in heaven."
40,Joy,"After news of you being unwell, putting you down was the only way to end your pain, but I didn't want to risk losing my childhood friend. In my memories, you and I were inseparable that the thought of your absence became unbearable, but I only hope that you were happy until the very end, even in heaven."
41,Sadness,"He sat alone by the window, lost in a pensive mood as he reminisced about the past."
41,Joy,"The elegant party was filled with exquisite decorations and delightful laughter, lifting everyone’s spirit."
41,Sadness,"The artist felt a strange mix of sadness and joy as she restored the desecrated painting, knowing the was reviving the masterpiece for future connoisseurs to appreciate."
41,Joy,"The artist felt a strange mix of sadness and joy as she restored the desecrated painting, knowing the was reviving the masterpiece for future connoisseurs to appreciate."
41,Sadness,"As the shepherd watches the young lamb escape the whirlpool, he felt a mix of sadness, joy, and fear, pensive about the risks his beloved animals faced in the unpredictable wilderness."
41,Joy,"As the shepherd watches the young lamb escape the whirlpool, he felt a mix of sadness, joy, and fear, pensive about the risks his beloved animals faced in the unpredictable wilderness."
42,Sadness,Tim was unlucky. He had a traumatic experience witnessing the slaughtering of captive prisoners. His horrific experience made him resign from the military and put himself into isolation.
42,Joy,John achieved his lifelong goal of getting the most prestigious award for one of his art pieces.
42,Sadness,We commemorated the closure of our store by leaving a time capsule buried somewhere inside.
42,Joy,We commemorated the closure of our store by leaving a time capsule buried somewhere inside.
42,Sadness,"We were about to reach our final destination. To be honest, I wish that our journey could be endless. I have a feeling that we may not see each other"
42,Joy,"We were about to reach our final destination. To be honest, I wish that our journey could be endless. I have a feeling that we may not see each other"
43,Sadness,"After his wife left him, he lost his job, and his dog passed, he was resigned to a life of eternal anguish."
43,Joy,"The music that was playing in the cafe was as delightful as a sunny, afternoon picnic with close friends."
43,Sadness,The sonnet the man made about his mother who had recently passed was so lovely that it had made it onto the newspaper.
43,Joy,The sonnet the man made about his mother who had recently passed was so lovely that it had made it onto the newspaper.
43,Sadness,"The outburst from the woman made all of the immediate onlookers sympathetic to her plight, due to her raw, honest emotions."
43,Joy,"The outburst from the woman made all of the immediate onlookers sympathetic to her plight, due to her raw, honest emotions."
44,Sadness,"The news caused my world to collapse, leaving me feeling lost and hopeless."
44,Joy,"The moment I laid my eyes on the acceptance letter from my dream school, an overwhelming feeling of elation and achievement washed over me."
44,Sadness,"We felt melancholic as we watched the beautiful sunset over the ocean, reflecting on the beauty of the moment and the fleeting nature of life."
44,Joy,"We felt melancholic as we watched the beautiful sunset over the ocean, reflecting on the beauty of the moment and the fleeting nature of life."
44,Sadness,Link’s quest to save Hyrule from calamity Gannon and rescue Princess Zelda from abduction was filled with heart-wrenching sadness and triumphant joy as he battled against the forces of evil to restore peace to the land.
44,Joy,Link’s quest to save Hyrule from calamity Gannon and rescue Princess Zelda from abduction was filled with heart-wrenching sadness and triumphant joy as he battled against the forces of evil to restore peace to the land.
45,Sadness,He was distraught by the horrors he saw during his time in the war.
45,Joy,"Pleased with her performance, Maggie was able to win the tournament and finally wear the first place medal she longed for."
45,Sadness,"Though Sandra was thrilled to be finally graduating after 4 years, she could not help but be worried about entering the job market."
45,Joy,"Though Sandra was thrilled to be finally graduating after 4 years, she could not help but be worried about entering the job market."
45,Sadness,"Though he was rejoicing that the stab wound looked like it was healing nicely, he was weary that there was an unknown infection."
45,Joy,"Though he was rejoicing that the stab wound looked like it was healing nicely, he was weary that there was an unknown infection."
46,Sadness,"Grief, I’ve learned, is really just love. It’s all the love you want to give, but cannot. All that unspent love gathers up in the corners of your eyes, the lump in your throat, and in that hollow part of your chest. Grief is just love with no place to go."
46,Joy,The pride of their accomplishment welled up within their hearts as the crowd cheered on.
46,Sadness,Her heart brimmed so fully with hopes and dreams it’s a wonder there was room for the pain.
46,Joy,Her heart brimmed so fully with hopes and dreams it’s a wonder there was room for the pain.
46,Sadness,I worry that someday I’ll forget the love I’ve lost.
46,Joy,I worry that someday I’ll forget the love I’ve lost.
47,Sadness,She abandoned me last night after saying some wretched things to me at the party.
47,Joy,"I was grateful to have met him, his youthful attitude helped me reinvigorate my own zest for life."
47,Sadness,The abandonment she had went through made her realize that she needed to find her own youth and zest again.
47,Joy,The abandonment she had went through made her realize that she needed to find her own youth and zest again.
47,Sadness,"She yelled urgently before I was able to leave, hoping to fin absolution from her wrongdoings."
47,Joy,"She yelled urgently before I was able to leave, hoping to fin absolution from her wrongdoings."
48,Sadness,Richard lowered his head in disbelief as he was wrongfully accused of robbing the bank.
48,Joy,The father looked at his son’s youthful enjoyment as he won the basketball game with his teammates.
48,Sadness,George flashed a heartfelt smiled as he listened to his favorite music for the final time before going deaf.
48,Joy,George flashed a heartfelt smiled as he listened to his favorite music for the final time before going deaf.
48,Sadness,"As Ray waved goodbye to his daughter Ashley going off to college, a weight was removed from his shoulders as he knew there were endless possibilities at this new destination, and Ashley was ready to experience it all."
48,Joy,"As Ray waved goodbye to his daughter Ashley going off to college, a weight was removed from his shoulders as he knew there were endless possibilities at this new destination, and Ashley was ready to experience it all."
49,Sadness,"The somber sycophant whimpers and weeps in their sterile house, unable to break their bonds to flattery."
49,Joy,"Loving, passionate sex always ends with a magical orgasm."
49,Sadness,It’s reclaiming – to build art and music from your pain.
49,Joy,It’s reclaiming – to build art and music from your pain.
